CodProfesionUOficio,Descripción,"Estado (1-Inactivo, 2- Activo)"
866,Fiscal de  juicio / tribunales,2
867,Notario,2
868,Representante legal,2
869,Asesor  legal ,2
870,Profesional en derecho,2
871,Juez,2
872,Juez arbitrador,2
873,Juez civil,2
874,Juez de instrucción,2
875,Juez de paz,2
876,Juez de primera instancia,2
877,Juez de trabajo,2
878,Juez de tribunal de apelación,2
879,Juez de tribunal de arbitraje,2
880,Juez de tribunal de casación,2
881,Juez de tribunal de cuentas,2
882,Juez de tribunal supremo,2
883,Juez ejecutor de la pena,2
884,Juez itinerante,2
885,Juez penal,2
886,Curador judicial,2
887,Custodio judicial de valores  ,2
888,Depositario de bienes,2
889,Conservador de galería de arte,2
890,Conservador de museo,2
891,Curador de arte,2
892,Curador de museos,2
893,Profesional de archivo,2
894,Profesional de museología,2
895,Archivista,2
896,Bibliotecario,2
897,Bibliotecólogo,2
898,Documentalista,2
899,Documentalista de materias económicas,2
900,Documentalista de materias técnicas,2
901,Especialista de servicios documentales,2
902,Analista en estudios económicos,2
903,Econometrista,2
904,Economista,2
905,Economista  agrícola,2
906,Economista  comercio internacional,2
907,Economista de finanzas,2
908,Especialista en econometría,2
909,Asesor económico,2
910,Analista de políticas económicas,2
911,Antropólogo,2
912,Arqueólogo,2
913,Etnógrafo,2
914,Etnólogo,2
915,Geógrafo,2
916,Geógrafo físico,2
917,Sociólogo,2
918,Sociólogo de criminología,2
919,Sociólogo de industria,2
920,Sociólogo de patología social,2
921,Sociólogo investigación,2
922,Especialista de ciencias políticas,2
923,Genealogista,2
924,Historiador,2
925,Historiador de ciencias sociales,2
926,Historiador de historia económica,2
927,Historiador de historia política,2
928,Politólogo,2
929,Filósofo,2
930,Psicólogo,2
931,Psicólogo clínico,2
932,Psicólogo de industria,2
933,Psicólogo de pedagogía,2
934,Psicólogo de problemas sociales,2
935,Psicólogo de trabajo,2
936,Psicoterapeuta,2
937,Asistente social de servicios sociales,2
938,Orientador de sistema penitenciario,2
939,Promotor social,2
940,Trabajador social de bienestar social,2
941,Trabajador social de delincuencia,2
942,Trabajador social de prisiones,2
943,Trabajador social de protección de la familia,2
944,Trabajador social de protección de la infancia,2
945,Trabajador social de psiquiatría,2
946,Trabajador social de rehabilitación / incapacitados físicos,2
947,Trabajador social de servicios comunitarios,2
948,Trabajador social de servicios culturales,2
949,Trabajador social de servicios de ayuda familiar,2
950,Trabajador social,2
951,Arzobispo,2
952,Capellán,2
953,Cura,2
954,Obispo,2
955,Párroco,2
956,Rabí,2
957,Rabino,2
958,Reverendo,2
959,Sacerdote,2
960,Sacerdote budista,2
961,Vicario,2
962,Teólogo,2
963,Especialista en formulación  de proyectos,2
964,Planificador económico - social,2
965,Planificador social,2
966,Relacionista Internacional,2
967,Especialista en  evaluación de proyectos,2
968,Argumentista de  cine,2
969,Autor,2
970,Autor de drama,2
971,Autor de letra de canciones,2
972,Autor de teatro,2
973,Autor literario,2
974,Biógrafo,2
975,Crítico cinematográfico,2
976,Crítico de arte,2
977,Crítico de música,2
978,Crítico de radio,2
979,Crítico de teatro,2
980,Crítico de televisión,2
981,Crítico literario,2
982,Editor de editoriales,2
983,Editor de libros,2
984,Editorialista,2
985,Escritor,2
986,Escritor de libretos,2
987,Escritor de novelas,2
988,Escritor de poesía,2
989,Escritor de teatro,2
990,Guionista,2
991,Literato,2
992,Novelista,2
993,Poeta,2
994,Argumentista de teatro ,2
995,Editor de post - producción de televisión,2
996,Editor de televisión,2
997,Cronista,2
998,Cronista de deportes,2
999,Cronista de tribunales,2
1000,Periodista,2
1001,Periodista de  radio,2
1002,Periodista de  televisión,2
1003,Periodista  redactor / diario,2
1004,Periodista redactor / revista,2
1005,Periodista   reportero,2
1006,Redactor,2
1007,Redactor de artículos de fondo,2
1008,Redactor  de prensa,2
1009,Redactor de  revistas,2
1010,Reportero,2
1011,Reportero de moda,2
1012,Reportero de prensa,2
1013,Comunicador,2
1014,Editor de diario,2
1015,Editor de periódicos,2
1016,Especialista de fonética,2
1017,Especialista de semántica,2
1018,Etimologista,2
1019,Filólogo,2
1020,Lexicógrafo,2
1021,Lingüista,2
1022,Morfólogo,2
1023,Traductor,2
1024,Grafólogo,2
1025,Intérprete,2
1026,Acuarelista,2
1027,Artista pintor,2
1028,Caricaturista,2
1029,Creador de dibujos animados,2
1030,Dibujante caricaturista,2
1031,Dibujante de dibujos animados,2
1032,Dibujante de joyería y orfebrería,2
1033,Dibujante de publicidad,2
1034,Dibujante profesional,2
1035,Escultor,2
1036,Grabador artístico profesional,2
1037,Pintor de agua fuerte,2
1038,Pintor de pintura abstracta,2
1039,Pintor de pintura figurativa,2
1040,Pintor miniaturista,2
1041,Pintor paisajista,2
1042,Restaurador de cuadros,2
1043,Restaurador de obras de arte,2
1044,Retratista pintor,2
1045,Artista creativo,2
1046,Ceramista artístico,2
1047,Dibujante de diseño industrial,2
1048,Maquetista,2
1049,Orfebre artista,2
1050,Creativo  diseñador de dibujo artístico,2
1051,Artista en cerámica ,2
1052,Pintor de retratos,2
1053,Artista creativo de las artes plásticas,2
1054,Adaptador musical,2
1055,Armonista,2
1056,Arpista,2
1057,Artista lírico,2
1058,Bajo,2
1059,Bajonista,2
1060,Barítono,2
1061,Baterista,2
1062,Cantante coral,2
1063,Cantante de concierto,2
1064,Cantante de jazz,2
1065,Cantante de ópera,2
1066,Cantante profesional,2
1067,Citarista,2
1068,Clarinetista,2
1069,Clavecinista,2
1070,Compositor,2
1071,Compositor musical,2
1072,Concertador de coros,2
1073,Concertista cantante,2
1074,Concertista instrumentista,2
1075,Contrabajo,2
1076,Contralto,2
1077,Copista de música,2
1078,Corista,2
1079,Director de coros,2
1080,Director de orquesta sinfónica,2
1081,Ejecutante de músico,2
1082,Fagotista,2
1083,Flautista,2
1084,Guitarrista,2
1085,Instrumentista,2
1086,Mezzo soprano,2
1087,Músico profesional,2
1088,Oboísta,2
1089,Organista,2
1090,Orquestador,2
1091,Percusionista,2
1092,Pianista,2
1093,Saxofonista,2
1094,Soprano,2
1095,Tenor,2
1096,Trombonista,2
1097,Trompetista,2
1098,Violinista,2
1099,Violonchelista,2
1100,Cantante de música popular,2
1101,Cantante de salón,2
1102,Director de banda / música ligera,2
1103,Director de grupo musical,2
1104,Director de orquesta / baile,2
1105,Músico de cabaret,2
1106,Bailarín de ballet,2
1107,Bailarín profesional,2
1108,Coreógrafo,2
1109,Director de coreografía,2
1110,Director de danza,2
1111,Maestro de ballet,2
1112,Bailarín corista,2
1113,Bailarín de cabaret,2
1114,Director artístico de cine,2
1115,Director artístico de teatro,2
1116,Director de cine,2
1117,Director de escena / cine,2
1118,Director de escena / teatro,2
1119,Director de fotografía / cine,2
1120,Director de radio,2
1121,Director de teatro,2
1122,Director de televisión,2
1123,Escenógrafo de cine,2
1124,Realizador de radiodifusión o televisión,2
1125,Cineasta,2
1126,Productor teatral,2
1127,Director teatral ,2
1128,Actor,2
1129,Actor de cine,2
1130,Actor de teatro,2
1131,Actor profesional,2
1132,Actriz,2
1133,Actriz de cine,2
1134,Actriz de teatro,2
1135,Mimo,2
1136,Comediante  profesional,2
1137,Anfitrión,2
1138,Animador de programas / entretenimiento,2
1139,Comentarista entrevistador de televisión,2
1140,Cronista de noticiarios,2
1141,Locutor de noticias,2
1142,Locutor de radio,2
1143,Locutor de televisión,2
1144,Presentador animador,2
1145,Locutor  deportes,2
1146,Asistente de  laboratorio físico,2
1147,Técnico de astronomía,2
1148,Técnico de física,2
1149,Asistente de hidrometeorología,2
1150,Auxiliar de hidrometeorología,2
1151,Técnico de meteorología,2
1152,Asistente de geofísica,2
1153,Auxiliar de geofísica,2
1154,Auxiliar de geología,2
1155,Técnico de geofísica,2
1156,Técnico de geología,2
1157,Técnico de oceanografía,2
1158,Técnico de laboratorio químico,2
1159,Técnico en química,2
1160,Asistente de ingeniería civil,2
1161,Auxiliar de ingeniería civil,2
1162,Inspector técnico de ingeniería civil,2
1163,Técnico de ingeniería civil,2
1164,Técnico de ingeniería en construcción,2
1165,Especialista en prevención de incendios,2
1166,Inspector  de incendios,2
1167,Técnico  en prevención de incendios,2
1168,Inspector  de edificios,2
1169,Electrotécnico de alta tensión,2
1170,Electrotécnico de energía eléctrica,2
1171,Electrotécnico de iluminación,2
1172,Electrotécnico de ingeniería eléctrica,2
1173,Electrotécnico de tracción eléctrica,2
1174,Electrotécnico reparador,2
1175,Técnico de electricidad,2
1176,Técnico de electromecánica,2
1177,Técnico en ingeniería eléctrica,2
1178,Técnico de redes de distribución eléctrica,2
1179,Técnico en  transmisión eléctrica,2
1180,Técnico en electrónica,2
1181,Técnico de electrónica / laboratorio,2
1182,Técnico en  ingeniería electrónica,2
1183,Técnico en equipos electrónicos / laboratorios,2
1184,Técnico electronicista de material informático,2
1185,Técnico en electrónica de instrumentos científicos,2
1186,Técnico en reparación de equipo de audio y video,2
1187,Técnico en reparación de equipo de audio y video,2
1188,Mecánico reparador de equipo de audio video,2
1189,Técnico en control electrónico industrial,2
1190,Técnico en eletrónica industrial,2
1191,Técnico aeronáutico,2
1192,Técnico de ingeniería mecánica,2
1193,Técnico mecánico de ingeniería naval,2
1194,Técnico en ingeniería aeronáutica,2
1195,Técnico en ingeniería naval,2
1196,Auxiliar de tecnología de alimentos,2
1197,Técnico de ingeniería química industrial,2
1198,Técnico de petroquímica,2
1199,Técnico en química industrial,2
1200,Técnico en tecnología de alimentos,2
1201,Inspector de plantel refinación de petróleo,2
1202,Técnico de acidificación / pozos,2
1203,Técnico de área de tanques / petróleo,2
1204,Técnico de extracción / carbón,2
1205,Técnico de extracción / gas (sondeo de pozos),2
1206,Técnico de extracción / metales,2
1207,Técnico de extracción / petróleo y gas natural,2
1208,Técnico en ingeniería de minas,2
1209,Técnico en metalurgia ,2
1210,Técnico en minería,2
1211,Técnico de extracción metalúrgica,2
1212,Inspector de seguridad minera,2
1213,Asistente de arquitectura,2
1214,Auxiliar de arquitectura,2
1215,Constructor de maquetas,2
1216,Delineante,2
1217,Delineante de arquitectura,2
1218,Delineante de ilustraciones técnicas,2
1219,Delineante de ingeniería de edificios,2
1220,Delineante de ingeniería eléctrica,2
1221,Delineante de ingeniería electrónica,2
1222,Delineante de ingeniería mecánica,2
1223,Delineante de ingeniería naval,2
1224,Delineante de litografía,2
1225,Delineante de matrices y herramientas,2
1226,Delineante de tinturas,2
1227,Delineante industrial,2
1228,Delineante técnico,2
1229,Dibujante de arquitectura,2
1230,Dibujante de ingeniería civil,2
1231,Dibujante proyectista / artes gráficas,2
1232,Técnico de dibujo / ingeniería,2
1233,Técnico de dibujo / planos y gráficos,2
1234,Técnico de dibujo arquitectónico,2
1235,Técnico de dibujo técnico,2
1236,Delineante de cartografía,2
1237,Delineante de geología,2
1238,Delineante de ingeniería aeronáutica,2
1239,Delineante de topografía,2
1240,Dibujante de cartografía,2
1241,Asistente en ingeniería industrial,2
1242,Técnico de eficiencia industrial,2
1243,Técnico de estudio del trabajo,2
1244,Técnico de ingeniería / estudio de tiempos y movimientos,2
1245,Técnico de ingeniería / métodos,2
1246,Técnico de ingeniería / organización industrial,2
1247,Técnico de ingeniería / producción,2
1248,Técnico en ingeniería industrial,2
1249,Asistente de topografía,2
1250,Auxiliar de topografía,2
1251,Perito topógrafo,2
1252,Técnico agrimensor,2
1253,Técnico en topografía,2
1254,Inspector de seguridad industrial,2
1255,Investigador de incendios,2
1256,Agrimensor,2
1257,Agrimensor catastral,2
1258,Agrimensor de aerofotógrafo,2
1259,Agrimensor de minas,2
1260,Agrimensor de topografía,2
1261,Agrimensor de topografía aérea,2
1262,Agrimensor geodésico,2
1263,Agrimensor hidrográfico,2
1264,Cartógrafo,2
1265,Cartógrafo de marina,2
1266,Investigador de incendios,2
1267,Técnico en ingeniería biomédica,2
1268,Técnico en ingeniería óptica,2
1269,Técnico en ingeniería nuclear,2
1270,Técnico en arquitectura,2
1271,Técnico en arquitectura paisajista,2
1272,Técnico en ingeniería de la seguridad,2
1273,Técnico en ingeniería nuclear,2
1274,Supervisor de la industria minera,2
1275,Supervisor de trabajadores de canteras,2
1276,Supervisor de  canteras,2
1277,Supervisor de tajo,2
1278,Supervisor de minas,2
1279,Supervisión de perforación en minas,2
1280,Supervisión de perforación en canteras,2
1281,Supervisor de producción de artículos de madera,2
1282,Supervisor de trabajadores de fabricación de accesorios fotográficos,2
1283,Supervisor de trabajadores de fabricación de cosméticos,2
1284,Supervisor de trabajadores de fabricación de productos farmacéuticos,2
1285,Supervisor de trabajadores de fabricación de productos de caucho,2
1286,Supervisor de trabajadores de fabricación de productos plásticos,2
1287,Supervisor de producción de calzado,2
1288,Supervisor de producción de confección de prendas de vestir,2
1289,Supervisor  de  producción  de artículos de cuero,2
1290,Supervisor de  producción  de artículos de piel,2
1291,Supervisor de producción de alimentos,2
1292,Supervisor de producción de la industria del tabaco,2
1293,Supervisor  de producción de   bebidas,2
1294,Supervisor  de fabricación de productos eléctricos ,2
1295,Supervisor  de fabricación de productos electrónicos,2
